No,Driver_ID,Start_Time,Start_Post,Start_Latitude,Start_Longitude,End_Time,End_Post,End_Latitude,End_Longitude,Schedule_Date,Service_Quality,Start_Slot,End_Slot,DistrictCode
14046,079DF705841B2BA7D4B1CAE67069A8,2016-12-01 06:37:59,822663,1.400244,103.917215,2016-12-01 15:33:35,188973,1.299523,103.853104,2/12/2016,78.4683229,40,93,19.0
29744,64E2EA7304BBCBC8188A23D4F43C4C,2016-12-01 18:19:56,541299,1.396023,103.90249,2016-12-01 22:12:34,543216,1.39074,103.894246,2/12/2016,83.65057146,110,133,19.0
18210,A23B188F2AC1F5239D0F38EFD71F6A,2016-12-01 07:39:46,380113,1.320532,103.886013,2016-12-01 18:43:29,576064,1.353636,103.84188,2/12/2016,85.93943284,46,112,14.0
16382,0F39D7EC2A4D87C0620AD978C8C759,2016-12-01 07:14:17,238359,1.294556,103.835162,2016-12-01 22:57:53,598436,1.343597,103.768978,2/12/2016,80.52144848,43,138,9.0
25965,7AEBF04CC08F9157FBDD889E258F03,2016-12-01 12:32:45,545551,1.356782,103.875926,2016-12-01 21:31:17,529757,1.345555,103.932462,2/12/2016,53.86885498,75,129,19.0
20409,1AAEF66A3E1757ECC80C31C6079D08,2016-12-01 08:11:09,819643,1.355322,103.988337,2016-12-01 16:42:40,560214,1.367506,103.840976,2/12/2016,50.38377793,49,100,17.0
14846,F0A89B8AFE03EDD9456E085E1090A1,2016-12-01 06:51:05,520298,1.35166,103.954812,2016-12-01 18:13:16,529877,1.341203,103.955424,2/12/2016,78.19526376,41,109,18.0
13020,A10826BD8078B83000991766916B86,2016-12-01 06:21:07,544309,1.390765,103.885787,2016-12-01 18:34:02,308205,1.320073,103.849139,2/12/2016,74.75234436,38,111,19.0
2122,814C34C475C299AAFE0832137CAA8C,2016-12-01 00:08:23,609930,1.32954,103.747567,2016-12-01 23:40:12,650533,1.355968,103.749739,2/12/2016,57.41292808,1,142,22.0
26432,41AEF422A8631BDA98E82FBCC69B03,2016-12-01 13:37:21,546133,1.362897,103.873579,2016-12-01 19:18:19,18981,1.279637,103.854149,2/12/2016,78.22983339,82,116,19.0
2993,9767792DD7C4310A268283DC94BEBF,2016-12-01 00:12:10,238433,1.29451,103.837199,2016-12-01 23:37:30,762115,1.433284,103.827026,2/12/2016,12.2040279,1,142,9.0
29291,6E18E59299DC02EE447A4023E72384,2016-12-01 17:55:48,409179,1.322415,103.892082,2016-12-01 23:53:46,329926,1.319936,103.852506,2/12/2016,75.1725605,108,143,14.0
19277,1E4704E4A5A55F3AB7BDA0F097EEE7,2016-12-01 07:54:53,530308,1.36678,103.895678,2016-12-01 10:25:55,18989,1.282387,103.852437,2/12/2016,67.32640991,47,62,19.0
21630,B621E0CFE682BCE798C1148696084B,2016-12-01 08:33:43,569788,1.385326,103.842089,2016-12-01 23:49:36,389279,1.311959,103.876178,2/12/2016,89.23198591,51,143,20.0
10383,B92BC63E8BFB4A76618A93A4463020,2016-12-01 05:11:07,760110,1.433558,103.829046,2016-12-01 15:11:34,768828,1.423798,103.838436,2/12/2016,78.04955614,31,91,27.0
21669,0D5134C5C6E59FD4003ED165AEFA13,2016-12-01 08:34:26,521866,1.355507,103.934462,2016-12-01 17:41:45,460018,1.320332,103.934572,2/12/2016,60.58950481,51,106,18.0
13397,DC60A9BEF2D76C4A06295A9BBB70A0,2016-12-01 06:27:24,238875,1.306991,103.828903,2016-12-01 15:53:29,238876,1.307196,103.828453,2/12/2016,85.1003516,39,95,9.0
16451,73C2FF2A8E19E09E6188FEED60AD6D,2016-12-01 07:15:23,98414,1.299509,103.837,2016-12-01 16:11:01,139935,1.294133,103.788893,2/12/2016,72.4341236,44,97,4.0
20890,D1CB233C161FE9772C96A00A129447,2016-12-01 08:19:13,98970,1.299509,103.837,2016-12-01 15:59:59,128384,1.310563,103.751069,2/12/2016,84.66616648,50,96,4.0
12741,AB7D60F2E0B3BAB0685873EB7ACFEF,2016-12-01 06:16:21,520827,1.349652,103.933901,2016-12-01 14:59:32,49439,1.287672,103.84888,2/12/2016,92.02286795,38,90,18.0
27094,4E256B3D51AE41D2D90433732CC2B9,2016-12-01 15:20:40,460409,1.32819,103.932712,2016-12-01 23:27:30,522201,1.353504,103.952866,2/12/2016,82.97187969,92,141,16.0
11918,A7F3935DF76C8222DCE20E99A73D4A,2016-12-01 06:01:40,680104,1.377131,103.752767,2016-12-01 18:45:16,643698,1.299509,103.837,2/12/2016,72.19210944,36,112,23.0
8689,A8BD677F974B831347F48EA5B4463E,2016-12-01 02:17:58,539219,1.350261,103.890761,2016-12-01 23:37:23,78877,1.299509,103.837,2/12/2016,90.90279953,14,142,19.0
21532,DB274DB6DB507C26771D824135D30B,2016-12-01 08:31:53,531174,1.349319,103.888378,2016-12-01 15:30:05,498935,1.359062,103.975483,2/12/2016,82.63210121,51,93,19.0
19760,688CC2E9D89BC25B33ED69168BE632,2016-12-01 08:01:21,278535,1.311438,103.802332,2016-12-01 09:45:24,109763,1.281689,103.812287,2/12/2016,89.74777086,48,58,10.0
3961,CA2D0201E51F9D9F8977E76EDCE866,2016-12-01 00:17:06,486030,1.33571,103.966545,2016-12-01 23:28:43,118304,1.283108,103.800107,2/12/2016,78.50034824,2,141,16.0
19376,2E44C7F134D4CD6177FD16B41AF58A,2016-12-01 07:56:00,544178,1.299509,103.837,2016-12-01 21:23:24,288428,1.327974,103.811042,2/12/2016,83.09311761,48,128,19.0
23462,FE742DD9C5391AEF951F497BD15409,2016-12-01 09:23:48,140157,1.293115,103.803661,2016-12-01 14:05:47,69624,1.299509,103.837,2/12/2016,84.83539228,56,84,3.0
16939,E813B0EBC905141651F6F474EC54CB,2016-12-01 07:22:01,461219,1.32566,103.933191,2016-12-01 11:39:33,188979,1.300405,103.852241,2/12/2016,69.33530647,44,70,16.0
28338,9AFD2CD709EEEA92380086C7D3155B,2016-12-01 17:05:52,760114,1.434638,103.826641,2016-12-01 23:48:17,470105,1.329171,103.909205,2/12/2016,93.91577346,102,143,27.0
21078,7F27C5D84E2BF613047EE874F39B40,2016-12-01 08:22:56,680475,1.377746,103.73862,2016-12-01 13:08:23,648369,1.347557,103.704093,2/12/2016,57.28358946,50,79,23.0
17792,A57CEEA9B088E9223D889767348B11,2016-12-01 07:33:48,140050,1.293701,103.808661,2016-12-01 20:09:33,545322,1.367362,103.879979,2/12/2016,86.486666,45,121,3.0
4122,3C21432D538B18002FBA6CEC7D74C3,2016-12-01 00:18:03,760624,1.417959,103.834849,2016-12-01 21:58:53,520929,1.346349,103.939481,2/12/2016,83.68264399,2,132,27.0
2261,3C3376DAE1186578605BAA03C7EB44,2016-12-01 00:09:00,169075,1.288842,103.834139,2016-12-01 23:52:00,329853,1.327127,103.845804,2/12/2016,95.2788978,1,143,3.0
18291,D41D19E32760DB44499B618ACAFB57,2016-12-01 07:40:43,640545,1.352344,103.715373,2016-12-01 14:01:53,528833,1.342806,103.952974,2/12/2016,85.76817064,46,84,22.0
19615,DB7FE986EEC09698757AF4CC01AE4F,2016-12-01 07:59:42,38982,1.293346,103.85859,2016-12-01 21:17:01,520302,1.352554,103.95511,2/12/2016,76.25087241,48,128,1.0
26650,46CB53A462C62BAE08F5CF59790C2E,2016-12-01 14:08:02,729671,1.408602,103.748792,2016-12-01 23:30:04,730633,1.435718,103.802388,2/12/2016,46.89480935,85,141,25.0
23148,FE7584BFD75095DD488F3BA34F365C,2016-12-01 09:13:00,579800,1.347824,103.843502,2016-12-01 16:07:00,819663,1.356716,103.98651,2/12/2016,88.60284673,55,97,20.0
10964,B146574F744BE369F11B5FD08ECE0E,2016-12-01 05:32:31,460033,1.322884,103.938884,2016-12-01 14:10:09,486036,1.333341,103.962653,2/12/2016,78.16219632,33,85,16.0
28218,D8AC4CDB3D24E956A84118E56C7CF0,2016-12-01 17:00:15,639464,1.328489,103.656252,2016-12-01 23:52:10,650182,1.345606,103.743801,2/12/2016,83.87126939,102,143,22.0
5427,1C61DCF1A1017531F3483BD2C90D21,2016-12-01 00:27:38,98405,1.26685,103.813301,2016-12-01 23:22:12,530412,1.374737,103.895427,2/12/2016,75.15958481,3,140,4.0
