No,Driver_ID,Start_Time,Start_Post,Start_Latitude,Start_Longitude,End_Time,End_Post,End_Latitude,End_Longitude,Schedule_Date,Service_Quality,Start_Slot,End_Slot,DistrictCode
21258,4E83DC76CA804E00CC0A45D91AC437,2016-12-01 08:26:31,678267,1.376105,103.76368,2016-12-01 23:58:07,88752,1.299509,103.837,2/12/2016,84.0517506,51,144,23.0
21543,CA5EA552098FE99917196A3E406A2E,2016-12-01 08:32:04,510739,1.378544,103.936837,2016-12-01 12:43:05,528553,1.36554,103.932002,2/12/2016,75.01676559,51,76,18.0
21564,8B1401D704F940B7D3350241EF2221,2016-12-01 08:32:26,510231,1.373406,103.961372,2016-12-01 17:02:02,449284,1.309866,103.9303,2/12/2016,82.79593901,51,102,18.0
19620,D5FA853CF5F351A665CE9E64177757,2016-12-01 07:59:46,510138,1.363361,103.959677,2016-12-01 23:56:58,822617,1.402303,103.91239,2/12/2016,73.16771059,48,144,18.0
800,1603DC8EBEC074CC7B0652210EADDC,2016-12-01 00:03:03,640188,1.343719,103.711099,2016-12-01 23:51:53,510772,1.375516,103.936781,2/12/2016,64.95503162,0,143,22.0
9512,99C6C9141268B3CF9251AAC516ADB3,2016-12-01 04:23:53,670150,1.377027,103.766828,2016-12-01 11:48:59,600344,1.345653,103.730733,2/12/2016,67.02769598,26,71,23.0
8231,F37C474E951077F8B1EE08F3C9CB77,2016-12-01 01:23:00,88756,1.299509,103.837,2016-12-01 23:33:00,39595,1.292001,103.858718,2/12/2016,67.42081617,8,141,2.0
16951,0B60E769E70D483DFD0F525413DBCC,2016-12-01 07:22:05,680541,1.39312,103.744203,2016-12-01 16:29:00,429702,1.310378,103.899346,2/12/2016,69.23234548,44,99,23.0
38,8E389A559C17AF48933C8605BC58AF,2016-12-01 00:00:04,310144,1.335607,103.84403,2016-12-01 23:14:49,760289,1.440415,103.838521,2/12/2016,72.21246221,0,139,12.0
13541,5C60D84C798ED2A2DC0C90163BD8E8,2016-12-01 06:29:52,520714,1.360038,103.937046,2016-12-01 20:35:25,58656,1.288347,103.848954,2/12/2016,67.41726285,39,124,18.0
1343,8459BCC0DEEE42192EB457616A4A80,2016-12-01 00:05:05,730709,1.4403,103.798023,2016-12-01 23:15:18,760836,1.415572,103.832901,2/12/2016,64.15803122,0,140,25.0
3764,D1AB8AD51E29280FC553E47EB98F27,2016-12-01 00:16:02,819643,1.355322,103.988337,2016-12-01 22:56:28,520323,1.35171,103.95841,2/12/2016,64.79267281,2,138,17.0
22625,4B4B0FAF9F5DE5E91A2BE0364482D8,2016-12-01 08:57:20,530448,1.379134,103.895115,2016-12-01 17:51:03,400008,1.321346,103.904463,2/12/2016,76.01782129,54,107,19.0
