No,Driver_ID,Start_Time,Start_Post,Start_Latitude,Start_Longitude,End_Time,End_Post,End_Latitude,End_Longitude,Schedule_Date,Service_Quality,Start_Slot,End_Slot,DistrictCode
20211,5A515AF95BD4CE935821B8F9035E8D,2016-12-01 08:08:16,545075,1.391367,103.895991,2016-12-01 15:55:21,545082,1.392002,103.904984,2/12/2016,64.68716021,49,96,19.0
12312,A94C4237F3A4A78A1B6F1A219FF5B3,2016-12-01 06:08:50,559710,1.361317,103.863863,2016-12-01 12:40:45,368088,1.334177,103.883297,2/12/2016,85.73028163,37,76,19.0
13880,EA0B5A57F8BB8E58D04FC36550D90A,2016-12-01 06:34:55,510739,1.378544,103.936837,2016-12-01 17:06:32,469994,1.312213,103.940144,2/12/2016,74.37444463,39,103,18.0
18928,648A6EDA673CDCB1AC60FCE7D4CAA4,2016-12-01 07:49:37,510745,1.378376,103.935751,2016-12-01 20:53:59,739983,1.440966,103.772075,2/12/2016,76.20513755,47,125,18.0
3949,53F231212A00FE1056A755CFC02651,2016-12-01 00:17:01,188307,1.300626,103.849458,2016-12-01 23:06:22,806106,1.388764,103.859134,2/12/2016,76.00949004,2,139,7.0
12446,03C17510C20E8678C8692E9ACB2DC6,2016-12-01 06:11:16,640174,1.346441,103.709107,2016-12-01 23:52:39,119074,1.294736,103.782853,2/12/2016,86.50945392,37,143,22.0
9437,A644E0D8D372265999F985F445D163,2016-12-01 04:16:07,640911,1.341612,103.686798,2016-12-01 13:58:59,608547,1.334308,103.741958,2/12/2016,78.71182131,26,84,22.0
14973,E2EFB193D45AB599F8471194B12E53,2016-12-01 06:53:22,730530,1.43121,103.792958,2016-12-01 14:25:53,760113,1.434447,103.828588,2/12/2016,84.00008772,41,86,25.0
1438,7965F9949E4CC24950DBC1A9B1E56D,2016-12-01 00:05:28,819642,1.362159,103.990051,2016-12-01 23:32:01,465417,1.32772,103.944667,2/12/2016,78.2054702,0,141,17.0
11278,DEB75536679B0977AB52D51052D08A,2016-12-01 05:43:19,731006,1.443043,103.770155,2016-12-01 13:41:43,160149,1.277358,103.831752,2/12/2016,73.45206914,34,82,25.0
12955,75D7BD6D6727B7B62F4E02D77D86E5,2016-12-01 06:20:00,370036,1.328989,103.886929,2016-12-01 19:08:00,532979,1.379599,103.87922,2/12/2016,90.10177821,38,115,13.0
18771,9306C552EFD263F6924147ED4BBAF1,2016-12-01 07:47:21,460032,1.322691,103.937489,2016-12-01 15:12:03,117372,1.276479,103.799213,2/12/2016,86.93196389,47,91,16.0
7242,6283A92C2FCB0493336EEBD1540509,2016-12-01 00:51:00,486026,1.334129,103.965824,2016-12-01 23:44:00,528801,1.347005,103.959587,2/12/2016,71.28366427,5,142,16.0
6807,080F2312339E67126824FD8D96E1EF,2016-12-01 00:43:19,169075,1.288842,103.834139,2016-12-01 23:10:10,514530,1.370958,103.94959,2/12/2016,86.08770038,4,139,3.0
19907,4284C242B56C4D0821BB3FA68E0AAA,2016-12-01 08:03:39,466581,1.315778,103.945214,2016-12-01 22:24:03,90109,1.299509,103.837,2/12/2016,76.74666523,48,134,16.0
3069,DF1E15DCFD5157A058835D6B3AC8FF,2016-12-01 00:12:35,48616,1.284479,103.851082,2016-12-01 23:54:43,730212,1.446698,103.773833,2/12/2016,85.60583278,1,143,1.0
22245,840849FC5AA571EABB56865EC34A4F,2016-12-01 08:47:00,510417,1.371955,103.955478,2016-12-01 19:33:00,510414,1.372644,103.956424,2/12/2016,78.22826566,53,117,18.0
3265,BB02EEC6612D5BCD97D3536512A5B9,2016-12-01 00:13:30,79903,1.276109,103.845924,2016-12-01 22:02:55,588996,1.339001,103.778958,2/12/2016,47.53644134,1,132,2.0
9354,DF5ABA7DC1DAFC94B0B8C6229D0A9E,2016-12-01 04:09:14,563315,1.364145,103.847474,2016-12-01 16:24:52,560586,1.370343,103.853453,2/12/2016,86.29545622,25,98,20.0
21835,1A2C8964DE0D584C3E2FCFCDCB87D2,2016-12-01 08:38:04,520275,1.347992,103.950657,2016-12-01 17:25:01,307506,1.321061,103.844476,2/12/2016,63.26895637,52,104,18.0
21472,29E04FB657A1F1A23EF7923F515408,2016-12-01 08:30:50,440055,1.305504,103.91385,2016-12-01 21:15:43,425718,1.313179,103.912192,2/12/2016,18.76260618,51,128,15.0
12442,0517829CD1D6FE133EF40ACB73EA06,2016-12-01 06:11:13,760174,1.4374,103.831785,2016-12-01 16:52:13,228892,1.311928,103.846623,2/12/2016,76.25087241,37,101,27.0
22050,5D265653B6EFACBE33D1B77E18FFF4,2016-12-01 08:42:53,560466,1.365868,103.856877,2016-12-01 17:33:27,574408,1.354637,103.830935,2/12/2016,90.98405276,52,105,20.0
3787,5D37F4CB2C6B52D64DBFA79BEB1C92,2016-12-01 00:16:08,760752,1.42727,103.833862,2016-12-01 23:40:44,521897,1.34746,103.935094,2/12/2016,78.25479828,2,142,27.0
14357,C711B5DEA016E12F1E8411AE9AD840,2016-12-01 06:43:34,821670,1.40596,103.91345,2016-12-01 19:54:08,510518,1.374419,103.944607,2/12/2016,100.0,40,119,19.0
7250,C7A07DB64ECD20AB1974115C679BB5,2016-12-01 00:51:13,48580,1.281712,103.851423,2016-12-01 23:30:04,640624,1.340769,103.69774,2/12/2016,87.9466271,5,141,1.0
12002,466450615C8B78215C035002351903,2016-12-01 06:03:11,520271,1.349904,103.949588,2016-12-01 16:44:13,534168,1.338964,103.896651,2/12/2016,81.54676175,36,100,18.0
16973,3C0456B857BDA24CF01508EF7EEEAF,2016-12-01 07:22:31,486017,1.33593,103.963722,2016-12-01 17:07:50,560108,1.371119,103.838173,2/12/2016,82.30425878,44,103,16.0
4475,47B2F4B910884704703C21E8E4CC09,2016-12-01 00:20:10,299939,1.338223,103.832729,2016-12-01 23:09:13,650369,1.360014,103.750558,2/12/2016,85.57201549,2,139,11.0
13245,14B4B9B6CE8B29647EE9EDF156DF89,2016-12-01 06:24:51,542323,1.392214,103.89251,2016-12-01 19:24:18,530950,1.375976,103.878784,2/12/2016,55.88269265,38,116,19.0
19320,6C3E79F8DBE07ADCD7C84D4EA4C84D,2016-12-01 07:55:17,88520,1.277382,103.84375,2016-12-01 15:45:21,671185,1.379204,103.762578,2/12/2016,78.27041012,48,94,2.0
23453,67FDD2107CD7D7960B3D175EE185C5,2016-12-01 09:23:21,460089,1.333055,103.938284,2016-12-01 18:35:22,819663,1.356716,103.98651,2/12/2016,93.25248094,56,112,16.0
20270,94E1CD5A2AEC36131813EE02AA09BD,2016-12-01 08:09:12,600253,1.343772,103.737137,2016-12-01 12:59:22,609078,1.328981,103.737353,2/12/2016,55.29255809,49,78,22.0
15512,2FF3CD07032DCB91D01A0D74BE01FA,2016-12-01 07:01:35,760832,1.414798,103.834636,2016-12-01 16:35:26,738099,1.435855,103.786222,2/12/2016,85.80418636,42,100,27.0
3519,D96A0285C6EF424BB4FF5119134143,2016-12-01 00:14:47,819643,1.355322,103.988337,2016-12-01 18:50:27,210009,1.313607,103.85165,2/12/2016,83.08271325,1,113,17.0
22411,A6D2067A4EA3E9940ACEF94A90348D,2016-12-01 08:51:22,357776,1.330414,103.868109,2016-12-01 23:14:42,470604,1.330685,103.91302,2/12/2016,89.43266028,53,139,13.0
15656,66C68A43EEFE669A3044A8D01B08BF,2016-12-01 07:03:58,520447,1.357232,103.950506,2016-12-01 15:26:32,460038,1.320958,103.938516,2/12/2016,64.69497956,42,93,18.0
23148,FE7584BFD75095DD488F3BA34F365C,2016-12-01 09:13:00,579800,1.347824,103.843502,2016-12-01 16:07:00,819663,1.356716,103.98651,2/12/2016,88.60284673,55,97,20.0
23309,07BDAC27AD4914F97FBDCFAAE9CA1D,2016-12-01 09:18:00,640836,1.34317,103.693313,2016-12-01 16:07:00,640849,1.345775,103.69171,2/12/2016,80.03284542,56,97,22.0
3440,C6DD9721336D4F96FEE791094549B9,2016-12-01 00:14:24,49908,1.285576,103.852229,2016-12-01 23:54:47,529067,1.3582,103.935299,2/12/2016,64.59807996,1,143,1.0
19924,FD117E0C97BEBFF6CC2C806BE64423,2016-12-01 08:03:52,680789,1.395883,103.748983,2016-12-01 16:07:35,689813,1.384819,103.744493,2/12/2016,80.9364379,48,97,23.0
24066,647AD2FEC241EA9669C61EA86F55A4,2016-12-01 09:50:27,760455,1.419979,103.844368,2016-12-01 20:14:39,819663,1.356716,103.98651,2/12/2016,86.89046351,59,121,27.0
19665,C22B139A2969E91FBAB537D46CC286,2016-12-01 08:00:17,81001,1.299509,103.837,2016-12-01 09:19:33,309964,1.299509,103.837,2/12/2016,91.82936923,48,56,2.0
10887,910E6A79744486B246E4C4201E6CC5,2016-12-01 05:30:11,760605,1.421807,103.836227,2016-12-01 12:13:51,228220,1.307079,103.832436,2/12/2016,87.60520699,33,73,27.0
12818,931CCE229D30400F6E326D89C08656,2016-12-01 06:17:46,828816,1.400669,103.90428,2016-12-01 17:16:25,821203,1.399628,103.903653,2/12/2016,78.25977977,38,104,19.0
12265,B0FE605605D79D2F78DD6239B59C41,2016-12-01 06:07:53,541228,1.387456,103.901392,2016-12-01 23:57:46,119364,1.278908,103.789724,2/12/2016,92.83833871,37,144,19.0
9464,A7A177A190AE9E6E1CA2040C54729F,2016-12-01 04:18:55,188798,1.301446,103.858291,2016-12-01 13:01:36,730127,1.438176,103.779383,2/12/2016,78.43487583,26,78,7.0
15942,4D06CCB2CD7C3DDEE1C92956B9CBE8,2016-12-01 07:07:56,600030,1.320877,103.738797,2016-12-01 15:52:53,600049,1.321066,103.738168,2/12/2016,88.69055954,43,95,22.0
6369,1A134BA4A7826F26EEFFA5B8213DB3,2016-12-01 00:37:00,569933,1.369017,103.848122,2016-12-01 05:22:00,208913,1.3094,103.857939,2/12/2016,79.8334773,4,32,20.0
19620,D5FA853CF5F351A665CE9E64177757,2016-12-01 07:59:46,510138,1.363361,103.959677,2016-12-01 23:56:58,822617,1.402303,103.91239,2/12/2016,67.99813523,48,144,18.0
1215,A8FEF9D05972E04846FDFF2193EAE8,2016-12-01 00:04:42,528604,1.374297,103.93064,2016-12-01 21:58:54,308364,1.314442,103.843166,2/12/2016,78.40747414,0,132,18.0
6568,EF242ED7EA99DE1E455D952847C141,2016-12-01 00:39:41,640424,1.351083,103.724857,2016-12-01 23:51:40,88840,1.27968,103.842498,2/12/2016,64.99727194,4,143,22.0
21405,84D6EEED821E64466108E74C06839B,2016-12-01 08:29:23,560312,1.36624,103.848753,2016-12-01 12:30:53,819642,1.362159,103.990051,2/12/2016,73.98091096,51,75,20.0
6675,AC8CB706FF2B323A21E8A505E869F8,2016-12-01 00:41:19,793439,1.391989,103.8784,2016-12-01 21:16:04,791447,1.392224,103.87261,2/12/2016,85.30615358,4,128,28.0
24931,395DEA8D0EA0B60C27C6A7ABF78C92,2016-12-01 10:50:02,465529,1.32958,103.94608,2016-12-01 16:12:05,539748,1.379946,103.887516,2/12/2016,78.09163483,65,97,16.0
22699,85CEE79009DC86AB92CBA666026B37,2016-12-01 08:59:05,530238,1.357292,103.889264,2016-12-01 17:32:04,550413,1.349186,103.873913,2/12/2016,82.05959507,54,105,19.0
23225,AD1CC5F609666ADA696DBD839A3065,2016-12-01 09:15:07,520143,1.348109,103.943659,2016-12-01 22:16:09,460803,1.324196,103.922528,2/12/2016,83.13200557,56,134,18.0
17705,97AD5B4F2A87E093381608E0E576DE,2016-12-01 07:32:24,560721,1.372561,103.847542,2016-12-01 15:36:59,518188,1.376167,103.96094,2/12/2016,35.75021788,45,94,20.0
3429,F45168B1367CDD0FA363E5B2577BD5,2016-12-01 00:14:20,680006,1.381729,103.753554,2016-12-01 23:03:12,600235,1.339963,103.742123,2/12/2016,25.4009861,1,138,23.0
11083,E1D254C8F3ECCC4FCA4A4588ADDC64,2016-12-01 05:37:00,438051,1.298766,103.888545,2016-12-01 23:47:00,248304,1.295106,103.828873,2/12/2016,64.19934506,34,143,15.0
13515,58553A5084DE4653B0EB003BBEA741,2016-12-01 06:29:29,560541,1.374013,103.855623,2016-12-01 23:52:14,160106,1.280326,103.824357,2/12/2016,83.08341299,39,143,20.0
18984,F3FE7AD5BA634369D034D208DC26F3,2016-12-01 07:50:22,79120,1.299509,103.837,2016-12-01 17:09:43,561409,1.362475,103.85546,2/12/2016,88.62996824,47,103,2.0
7435,80B8E3DA782F5D4E8970F5E1DE22A2,2016-12-01 00:55:08,819643,1.355322,103.988337,2016-12-01 23:37:13,520163,1.345973,103.959073,2/12/2016,91.23356225,6,142,17.0
5621,41136D67D517741925C7862329DBBA,2016-12-01 00:29:15,730825,1.438774,103.789281,2016-12-01 23:50:59,239497,1.291076,103.834437,2/12/2016,87.27017211,3,143,25.0
24256,EFF728A122959F799FF4F08A58B0B8,2016-12-01 10:01:57,670445,1.383802,103.770558,2016-12-01 15:19:06,510502,1.375546,103.946074,2/12/2016,75.02681708,60,92,23.0
21855,E1A3FB9D32E1897D500B21BCDD3131,2016-12-01 08:38:41,530575,1.377971,103.887001,2016-12-01 20:08:06,540110,1.383446,103.900249,2/12/2016,87.84877604,52,121,19.0
15991,F4499B8021680C439D456CF0C54891,2016-12-01 07:08:37,100066,1.274098,103.809515,2016-12-01 17:43:26,239566,1.296849,103.837996,2/12/2016,81.02684094,43,106,4.0
22933,462AFB722E0FE555EA4F7FEE4CC688,2016-12-01 09:06:00,530160,1.352046,103.879036,2016-12-01 23:48:00,89000,1.280739,103.842289,2/12/2016,71.40440904,55,143,19.0
14902,CE4A7BDCC30B514C6414826A422E65,2016-12-01 06:52:10,642686,1.341906,103.704439,2016-12-01 18:59:24,640711,1.342694,103.695875,2/12/2016,73.42914666,41,114,22.0
670,9718573112CA80FF3812FB35BECF22,2016-12-01 00:02:36,757713,1.448385,103.819187,2016-12-01 23:41:38,788473,1.400709,103.822628,2/12/2016,85.34835465,0,142,27.0
18189,7B95D4392AD423CC7AC269C1F220CE,2016-12-01 07:39:26,310172,1.330402,103.84311,2016-12-01 09:54:13,238857,1.302927,103.836284,2/12/2016,90.88835771,46,59,12.0
11918,A7F3935DF76C8222DCE20E99A73D4A,2016-12-01 06:01:40,680104,1.377131,103.752767,2016-12-01 18:45:16,643698,1.299509,103.837,2/12/2016,72.19210944,36,112,23.0
10522,DA214C15033D45E1C483C492464E40,2016-12-01 05:16:32,520287,1.349162,103.954157,2016-12-01 22:04:56,330059,1.322958,103.869896,2/12/2016,68.14256287,32,132,18.0
14430,97FF87F92F0BF13D6DBFB9F2DB969D,2016-12-01 06:44:33,460071,1.320438,103.942822,2016-12-01 18:53:48,560174,1.375244,103.837729,2/12/2016,66.39970697,40,113,16.0
22798,B56D432CC8766518D22AB123A5854D,2016-12-01 09:02:14,538738,1.357854,103.885855,2016-12-01 23:59:16,437040,1.306355,103.895713,2/12/2016,100.0,54,144,19.0
22669,6191133392680BC6B71217C88168ED,2016-12-01 08:58:26,689677,1.386074,103.742344,2016-12-01 23:41:39,738692,1.431931,103.762002,2/12/2016,94.74792513,54,142,23.0
4070,2DC5D3EE4A366C4C3877738DFED1C1,2016-12-01 00:17:51,38982,1.293346,103.85859,2016-12-01 21:20:09,520508,1.354641,103.945536,2/12/2016,78.45558042,2,128,1.0
14159,6E639D22C8822F16A2AFE419694EC5,2016-12-01 06:40:00,819663,1.356716,103.98651,2016-12-01 09:15:00,138607,1.304601,103.772313,2/12/2016,87.57800946,40,56,17.0
2179,814CC85AA36A64F6EA3709D7ED20F2,2016-12-01 00:08:36,416234,1.335315,103.904802,2016-12-01 23:37:04,730630,1.435165,103.801711,2/12/2016,85.54149962,1,142,14.0
12919,8D12A54A35728001C0672E8FBF2BEA,2016-12-01 06:19:24,562310,1.364567,103.844142,2016-12-01 16:30:51,820102,1.398683,103.905831,2/12/2016,78.20551436,38,99,20.0
6646,25721CFDA5DD978EC70AF5FD089F00,2016-12-01 00:40:55,18960,1.278968,103.851237,2016-12-01 22:43:48,519530,1.373547,103.941339,2/12/2016,83.26166463,4,136,1.0
25587,2587EC0F3B2ACAC992EA0030E50117,2016-12-01 11:49:53,550223,1.357604,103.870322,2016-12-01 16:28:12,568046,1.380399,103.84615,2/12/2016,69.71205885,71,99,19.0
21940,D75BBAA7217BA3A0A055C792D5BA30,2016-12-01 08:40:33,670234,1.378542,103.771788,2016-12-01 21:36:10,828811,1.392192,103.915163,2/12/2016,80.50368724,52,130,23.0
9355,58DE18A9083517A5488B19CE1168C2,2016-12-01 04:09:14,760149,1.431584,103.832604,2016-12-01 14:04:27,732625,1.433428,103.800003,2/12/2016,70.40679573,25,84,27.0
14055,A3E1CC6F8E2E889DD3656250FAFD36,2016-12-01 06:38:08,670617,1.385608,103.762712,2016-12-01 17:22:33,670170,1.378572,103.766128,2/12/2016,62.91849961,40,104,23.0
752,2ADFC38AB61499EADC64718D2FD7D3,2016-12-01 00:02:57,188770,1.301171,103.857198,2016-12-01 23:56:39,188662,1.299946,103.8499,2/12/2016,50.93584803,0,144,7.0
21345,5B0A9ED47F4CD530527E40937306FE,2016-12-01 08:28:00,529366,1.348251,103.951859,2016-12-01 20:27:00,550264,1.352222,103.872072,2/12/2016,76.2532288,51,123,18.0
800,1603DC8EBEC074CC7B0652210EADDC,2016-12-01 00:03:03,640188,1.343719,103.711099,2016-12-01 23:51:53,510772,1.375516,103.936781,2/12/2016,76.9611071,0,143,22.0
20504,160BFD248E3F184A8272B9514F37FC,2016-12-01 08:13:00,380119,1.31953,103.886657,2016-12-01 16:22:00,730892,1.437225,103.789745,2/12/2016,81.74898811,49,98,14.0
18245,827F386B05CD894FDC719E21A004B9,2016-12-01 07:40:09,530660,1.373645,103.882784,2016-12-01 15:49:18,101048,1.27178,103.810535,2/12/2016,95.83439568,46,95,19.0
4927,36971F98322F8958B44C09EF9237B1,2016-12-01 00:23:30,823619,1.402575,103.910897,2016-12-01 23:50:34,529778,1.348797,103.927347,2/12/2016,66.32252602,2,143,19.0
4111,EA8FB00BFF7A1821C02B5A8533722B,2016-12-01 00:18:01,310111,1.341269,103.845575,2016-12-01 23:56:07,238879,1.307644,103.82854,2/12/2016,82.48548383,2,144,12.0
19730,A03B2EDCE76B1C5A1E066FE9843A7D,2016-12-01 08:01:00,521107,1.348365,103.948013,2016-12-01 17:36:00,510140,1.363907,103.958786,2/12/2016,95.65856234,48,106,18.0
14661,898E8A1C1E2890C95A754E11446C44,2016-12-01 06:48:06,530142,1.353,103.88285,2016-12-01 23:59:47,367828,1.338263,103.880365,2/12/2016,48.10835924,41,144,19.0
25412,160C30A3EF9C967F54982D9F51EA1C,2016-12-01 11:32:46,510236,1.374362,103.96257,2016-12-01 18:55:31,570023,1.354562,103.835851,2/12/2016,67.64692977,69,114,18.0
16494,A0B4F5D77DA590284D1F2DEC3CF47E,2016-12-01 07:15:56,320014,1.323861,103.861971,2016-12-01 15:04:43,530306,1.367205,103.895251,2/12/2016,72.60807378,44,90,12.0
5148,2F0DC50A151C31A7C436F61A52A227,2016-12-01 00:25:20,731180,1.439237,103.778185,2016-12-01 23:17:00,768427,1.438807,103.830239,2/12/2016,88.98187065,2,140,25.0
