No,Driver_ID,Start_Time,Start_Post,Start_Latitude,Start_Longitude,End_Time,End_Post,End_Latitude,End_Longitude,Schedule_Date,Service_Quality,Start_Slot,End_Slot,DistrictCode
15127,AA19EE1EFC1E49BB0419AC8A34289E,2016-12-01 06:55:57,822170,1.393351,103.914695,2016-12-01 22:27:18,520408,1.358809,103.945147,2/12/2016,87.04778636,42,135,19.0
20000,898FBD28837332860AD8605158275E,2016-12-01 08:05:08,542209,1.38369,103.898819,2016-12-01 22:16:22,823274,1.403054,103.902472,2/12/2016,64.90665309,48,134,19.0
6046,2A9038BD919EF7FC1C74410311B77E,2016-12-01 00:33:14,730793,1.442263,103.802777,2016-12-01 23:30:02,258370,1.307417,103.827373,2/12/2016,93.53943218,3,141,25.0
20990,62588B7020BACCE5085B0CA4E68FD9,2016-12-01 08:21:03,162131,1.280931,103.828223,2016-12-01 14:28:11,138701,1.297589,103.794131,2/12/2016,87.86344096,50,87,3.0
21746,B91EFD2737481AED9D6B4032F4407B,2016-12-01 08:36:13,670205,1.373446,103.773873,2016-12-01 18:42:00,98032,1.299509,103.837,2/12/2016,87.37445167,52,112,23.0
18200,F3B09E3EFC1A4845CB4E729F1B5868,2016-12-01 07:39:34,449298,1.301261,103.903962,2016-12-01 15:40:35,271006,1.307145,103.795477,2/12/2016,87.83220712,46,94,15.0
22721,F214A338435B018307C68D60048873,2016-12-01 09:00:00,358828,1.329792,103.867656,2016-12-01 11:57:00,307506,1.321061,103.844476,2/12/2016,50.46686148,54,72,13.0
25599,6A2584F2BF8B55BC8C8C020F3297C4,2016-12-01 11:50:57,730120,1.439225,103.780447,2016-12-01 22:41:13,819642,1.362159,103.990051,2/12/2016,74.39273786,71,136,25.0
3168,5BAF81A75114A6D3E2757BC6DEEF96,2016-12-01 00:13:00,560129,1.369981,103.842368,2016-12-01 23:37:00,520930,1.345945,103.939481,2/12/2016,92.78880498,1,142,20.0
2530,12315E6826D08805A2B5ADCE1358AD,2016-12-01 00:10:07,389446,1.313576,103.88372,2016-12-01 22:51:35,760390,1.429346,103.848376,2/12/2016,59.75775899,1,137,14.0
20644,24E58E020323ACE11F4809E2D9F69D,2016-12-01 08:15:27,822272,1.403287,103.90025,2016-12-01 19:42:51,238863,1.30436,103.833751,2/12/2016,34.12884085,50,118,19.0
8209,9803FA05183648687D645E64107BBA,2016-12-01 01:21:34,486027,1.334127,103.965841,2016-12-01 23:53:47,98368,1.248786,103.841309,2/12/2016,91.20938073,8,143,16.0
9812,FE749607A132E2BAEC23EA8EED4463,2016-12-01 04:45:42,238840,1.300618,103.842224,2016-12-01 10:50:47,117599,1.29534,103.781526,2/12/2016,68.75301064,28,65,9.0
14908,1C4B88E87548B86B4344F10926D9F6,2016-12-01 06:52:15,650291,1.343683,103.755999,2016-12-01 15:45:55,437435,1.296547,103.866727,2/12/2016,76.29471379,41,94,23.0
15520,F12B00737BEEF77707EA4FECAACAAF,2016-12-01 07:01:48,460183,1.326423,103.941774,2016-12-01 16:52:41,486050,1.330285,103.95571,2/12/2016,81.9619315,42,101,16.0
25499,34C4BBBEC8373100EF1FAC9FD1C3AE,2016-12-01 11:41:32,510474,1.375201,103.956593,2016-12-01 15:38:47,89053,1.299509,103.837,2/12/2016,70.36210602,70,94,18.0
14705,B752CFCD9F9D6CEAF9E4BA96633CEE,2016-12-01 06:48:58,460427,1.32928,103.928138,2016-12-01 18:01:09,469971,1.312343,103.938429,2/12/2016,86.30073122,41,108,16.0
17705,97AD5B4F2A87E093381608E0E576DE,2016-12-01 07:32:24,560721,1.372561,103.847542,2016-12-01 15:36:59,518188,1.376167,103.96094,2/12/2016,35.75021788,45,94,20.0
17305,856681E6EC6AB0CB4ECFE397AF1D3C,2016-12-01 07:27:01,519932,1.374494,103.939116,2016-12-01 15:58:16,259959,1.310549,103.829488,2/12/2016,78.17278726,45,96,18.0
7027,695601BBBD58C5F7E9A599ED788D3A,2016-12-01 00:47:00,39802,1.289825,103.855015,2016-12-01 23:29:19,388605,1.313327,103.878195,2/12/2016,85.15756762,5,141,1.0
19675,7551A68192953FE65433450FAE91CC,2016-12-01 08:00:22,199588,1.302908,103.864945,2016-12-01 17:23:07,307686,1.324615,103.841125,2/12/2016,74.22019295,48,104,7.0
18910,FCD825234402A75EB1087C00A0F46F,2016-12-01 07:49:25,733681,1.439909,103.802991,2016-12-01 16:34:24,730321,1.431839,103.779032,2/12/2016,78.3648717,47,99,25.0
3067,B6C1864422CC6092BB27ED9DB0D5D7,2016-12-01 00:12:34,69688,1.299509,103.837,2016-12-01 23:46:46,570304,1.350264,103.837961,2/12/2016,77.5108434,1,143,1.0
11956,D8A70DB7BFE10E74098842FA935140,2016-12-01 06:02:11,760874,1.415383,103.835925,2016-12-01 13:39:16,819661,1.357373,103.98807,2/12/2016,30.82878677,36,82,27.0
14728,D8ECC0FBBDADAA7084104FA0AC7B95,2016-12-01 06:49:13,560629,1.380134,103.839797,2016-12-01 14:24:13,577200,1.349979,103.841159,2/12/2016,85.08706,41,86,20.0
13793,CD1FA5511C82379C4DDDFC81753B06,2016-12-01 06:33:48,659083,1.359012,103.751888,2016-12-01 16:06:50,819643,1.355322,103.988337,2/12/2016,64.66964306,39,97,23.0
12493,2FCBE0167FF4E588D82EDB612D6CF1,2016-12-01 06:12:11,600229,1.341936,103.737722,2016-12-01 14:22:21,679497,1.370176,103.771983,2/12/2016,74.24451605,37,86,22.0
13478,5223321F3B575F9C4F689A74F139E7,2016-12-01 06:28:45,650325,1.36233,103.747058,2016-12-01 12:37:07,138675,1.305259,103.790705,2/12/2016,49.86015872,39,76,23.0
4028,AC1E8E3B6D4BAC3ABCF08AB6D16EAB,2016-12-01 00:17:36,247729,1.30366,103.824137,2016-12-01 22:46:37,554913,1.375346,103.871995,2/12/2016,76.60603741,2,137,10.0
17179,103E42A693A5AE941FACFD8EE62F19,2016-12-01 07:25:16,560215,1.366631,103.841498,2016-12-01 16:29:56,570205,1.35547,103.847483,2/12/2016,87.22816546,44,99,20.0
14787,D266B3AFBE52B977CAF1586B57C4FE,2016-12-01 06:50:01,669231,1.352779,103.758814,2016-12-01 18:18:47,120516,1.30812,103.760351,2/12/2016,81.30867401,41,110,23.0
890,6F909A20151450C25C47C7A6B743A6,2016-12-01 00:03:24,69536,1.299509,103.837,2016-12-01 23:56:01,510554,1.368507,103.952909,2/12/2016,66.86307757,0,144,1.0
15181,E04B97E7C9BA3609D2DA8B44FDCC3D,2016-12-01 06:56:43,730301,1.431601,103.77371,2016-12-01 23:57:47,312138,1.336372,103.845598,2/12/2016,84.80054336,42,144,25.0
6568,EF242ED7EA99DE1E455D952847C141,2016-12-01 00:39:41,640424,1.351083,103.724857,2016-12-01 23:51:40,88840,1.27968,103.842498,2/12/2016,64.99727194,4,143,22.0
24255,67D7F772AA89840204EC1E28B9A37B,2016-12-01 10:01:56,730543,1.428585,103.793915,2016-12-01 16:52:50,307470,1.320287,103.845191,2/12/2016,74.88417882,60,101,25.0
5246,5EC4C71BD4670A02DE5A476A1CF6C9,2016-12-01 00:26:09,228211,1.306431,103.832783,2016-12-01 23:31:43,229774,1.307758,103.839109,2/12/2016,94.09481932,3,141,9.0
20230,C4CB09DBA765C44782ECCCC481A58A,2016-12-01 08:08:34,140048,1.293723,103.807594,2016-12-01 14:32:27,819663,1.356716,103.98651,2/12/2016,66.6525423,49,87,3.0
13913,E9336C9E96BEFDAE080E85486C9800,2016-12-01 06:35:23,544180,1.390734,103.908939,2016-12-01 11:10:13,159357,1.28447,103.808972,2/12/2016,85.44499504,40,67,19.0
25528,201EF7ADB3E4CACE4DA7BFE07BD5C7,2016-12-01 11:44:22,738526,1.439772,103.788381,2016-12-01 13:11:53,730801,1.441786,103.786135,2/12/2016,84.89607945,70,79,25.0
6650,5397D1521F59270955D35156FB4AC5,2016-12-01 00:40:59,150165,1.28344,103.816199,2016-12-01 23:10:12,640635,1.342746,103.698342,2/12/2016,75.21924316,4,139,3.0
10631,EB4239082DBFC67929BAA9678D216F,2016-12-01 05:20:27,730609,1.435779,103.796139,2016-12-01 20:50:16,357902,1.335727,103.869705,2/12/2016,74.1436438,32,125,25.0
14309,0CAFDA65B9D9945FFA006189E801E8,2016-12-01 06:42:36,400015,1.323889,103.903248,2016-12-01 14:56:23,570408,1.363344,103.834647,2/12/2016,87.95252942,40,90,14.0
23465,F31065B0A375A4D89B6D94E0B55A6A,2016-12-01 09:24:00,570408,1.363344,103.834647,2016-12-01 21:17:00,739064,1.429353,103.779364,2/12/2016,82.82388502,56,128,20.0
12356,E9E06D4B99145E69795A393CCD99E6,2016-12-01 06:09:28,733886,1.43719,103.792602,2016-12-01 23:21:52,199005,1.303426,103.860957,2/12/2016,87.51999229,37,140,25.0
9712,72FF611B95F0ED6D747EEF874C1F33,2016-12-01 04:38:23,530662,1.374423,103.88261,2016-12-01 16:05:08,531988,1.379752,103.877291,2/12/2016,74.00539287,28,96,19.0
892,02896AF88CD10AB5EDB716CA6A7223,2016-12-01 00:03:24,228211,1.306431,103.832783,2016-12-01 23:58:03,358301,1.345415,103.865636,2/12/2016,66.98679616,0,144,9.0
16623,12DC6432258093C97A7FD6368CD10A,2016-12-01 07:17:56,530928,1.376673,103.881369,2016-12-01 17:44:10,530925,1.376726,103.882463,2/12/2016,64.85703451,44,106,19.0
16891,A0A139A34E06CC9CF219548E1B9C7C,2016-12-01 07:21:24,769138,1.410921,103.832145,2016-12-01 15:54:10,683815,1.376368,103.746444,2/12/2016,87.46855259,44,95,27.0
21316,88F052D82EB5C587288500D8F86FEE,2016-12-01 08:27:22,819642,1.362159,103.990051,2016-12-01 17:00:06,680631,1.396592,103.748029,2/12/2016,47.90371329,51,102,17.0
12031,FEDB23D35F38CDC909CA2DEB041A45,2016-12-01 06:03:36,658965,1.350343,103.741592,2016-12-01 15:40:01,98414,1.299509,103.837,2/12/2016,48.30646479,36,94,23.0
25367,B376FF4199074C1AFA95A82D7AA886,2016-12-01 11:28:32,38986,1.294611,103.859656,2016-12-01 16:37:18,470702,1.33716,103.91876,2/12/2016,86.58418875,69,100,1.0
21267,FA3A1CD7015126DAC03F7D834F8360,2016-12-01 08:26:42,120728,1.30535,103.763688,2016-12-01 12:08:54,609915,1.324817,103.750273,2/12/2016,84.88868094,51,73,5.0
25607,53AFF45949FB80105EC7A9CD0BEAC4,2016-12-01 11:51:44,460412,1.330059,103.930712,2016-12-01 18:03:38,520443,1.358875,103.951896,2/12/2016,55.47975602,71,108,16.0
4460,3BFB6285D54906E5D76C3A46C9E0C7,2016-12-01 00:20:06,486029,1.332843,103.965234,2016-12-01 23:32:35,680702,1.391782,103.745507,2/12/2016,51.81379812,2,141,16.0
18246,9435F73632CEC0E8624787F9E9BC99,2016-12-01 07:40:10,510466,1.373425,103.958274,2016-12-01 23:49:49,570259,1.359987,103.842162,2/12/2016,83.69299975,46,143,18.0
19685,D7BF602D6A925CF4B1A4152F326567,2016-12-01 08:00:30,510487,1.374903,103.960519,2016-12-01 19:28:20,199791,1.301441,103.858852,2/12/2016,78.07752485,48,117,18.0
24345,3563189073E03A42DB1E5C7627E719,2016-12-01 10:07:52,510607,1.376379,103.942467,2016-12-01 17:22:42,563309,1.364915,103.846179,2/12/2016,100.0,61,104,18.0
12253,8F0F561429A2D32DDB0B93ED13A01F,2016-12-01 06:07:44,530937,1.374681,103.879451,2016-12-01 16:20:15,540313,1.392463,103.887065,2/12/2016,83.08341299,37,98,19.0
14231,2760A480B70D9690B391290CE71AAC,2016-12-01 06:41:18,819643,1.355322,103.988337,2016-12-01 17:32:41,277700,1.311099,103.794964,2/12/2016,85.23608341,40,105,17.0
10907,B3C97B193F50BB47653256ACB8C915,2016-12-01 05:30:49,640422,1.350349,103.726318,2016-12-01 15:16:18,637566,1.287076,103.631588,2/12/2016,96.61619963,33,92,22.0
13254,2813C910E8A32F23963C50DC877B1E,2016-12-01 06:25:01,380107,1.318994,103.884242,2016-12-01 19:31:49,208959,1.311214,103.859116,2/12/2016,76.64887509,38,117,14.0
13861,54A625D08E7CEB8DA8FB2A44C6E67F,2016-12-01 06:34:42,350117,1.335998,103.86281,2016-12-01 15:47:09,159303,1.285081,103.810498,2/12/2016,36.41624316,39,95,13.0
215,71E3387F5F8E010D492FCD38610AA1,2016-12-01 00:00:45,188307,1.300626,103.849458,2016-12-01 23:46:12,769134,1.410547,103.831115,2/12/2016,86.50746647,0,143,7.0
22111,39F50196ABC542EF013686D2458574,2016-12-01 08:43:59,169907,1.28205,103.830177,2016-12-01 16:22:31,247933,1.304713,103.823345,2/12/2016,81.30249458,52,98,3.0
11517,E5C9BEF89674C5A376D96D8A7595DF,2016-12-01 05:51:01,600213,1.339058,103.739706,2016-12-01 18:10:34,1,1.292474,103.856522,2/12/2016,26.48179308,35,109,22.0
21382,5A3058198B7B4F3F1F43F52C4600F5,2016-12-01 08:28:51,670121,1.377309,103.769591,2016-12-01 17:17:54,679518,1.369808,103.777141,2/12/2016,87.58488912,51,104,23.0
2905,FF9B9C7E21920F8FC3972DAE143000,2016-12-01 00:11:50,400339,1.326419,103.901844,2016-12-01 23:22:52,309298,1.315504,103.840501,2/12/2016,78.42258658,1,140,14.0
17153,7C2EB148FB6AFE0033F5F1CB2A617C,2016-12-01 07:25:00,579820,1.346911,103.85216,2016-12-01 20:00:00,239035,1.291378,103.841785,2/12/2016,51.17074796,44,120,20.0
4766,182977189E99119D3ABF6D22CF84D5,2016-12-01 00:22:09,49318,1.284184,103.852536,2016-12-01 23:46:57,436991,1.311329,103.894317,2/12/2016,84.80545619,2,143,1.0
9650,6DD4D5BC8EC6AA9494F8FB35AA7594,2016-12-01 04:34:14,680754,1.392241,103.746594,2016-12-01 15:04:09,689014,1.377538,103.74622,2/12/2016,69.3454333,27,90,23.0
1262,7E74623E4A2258D387E044E51B832C,2016-12-01 00:04:52,640712,1.342477,103.696041,2016-12-01 23:54:33,670179,1.379801,103.765074,2/12/2016,99.33923559,0,143,22.0
11083,E1D254C8F3ECCC4FCA4A4588ADDC64,2016-12-01 05:37:00,438051,1.298766,103.888545,2016-12-01 23:47:00,248304,1.295106,103.828873,2/12/2016,64.19934506,34,143,15.0
19878,CA02145341D382F34FEFCEE6049CF3,2016-12-01 08:03:12,640738,1.34636,103.700573,2016-12-01 16:59:42,642685,1.342927,103.703974,2/12/2016,100.0,48,102,22.0
3640,994C8E588B6E97D9BB02C57497FCDF,2016-12-01 00:15:26,119953,1.278912,103.802439,2016-12-01 23:21:14,118549,1.27617,103.793371,2/12/2016,76.67318145,2,140,5.0
10139,CA5335289F91B51F371230618884E9,2016-12-01 05:01:32,469983,1.310789,103.936398,2016-12-01 23:47:01,278100,1.311805,103.797534,2/12/2016,78.28197242,30,143,16.0
14623,AF120C79778AB83ABD7217868AAA04,2016-12-01 06:47:34,819643,1.355322,103.988337,2016-12-01 14:56:28,819642,1.362159,103.990051,2/12/2016,61.07238287,41,90,17.0
18448,441F0F129C1EB12853D1B17A825262,2016-12-01 07:42:56,138639,1.30528,103.788392,2016-12-01 23:31:06,819642,1.362159,103.990051,2/12/2016,78.48515487,46,141,5.0
10989,48402E14CC76C4D2412C84EF55B56D,2016-12-01 05:33:32,238875,1.306991,103.828903,2016-12-01 09:50:58,307673,1.324793,103.841602,2/12/2016,85.66117889,33,59,9.0
9116,28A746EF686A6EF806C7A5C6DA79BA,2016-12-01 03:36:45,640934,1.34234,103.688633,2016-12-01 14:25:27,640765,1.350157,103.698571,2/12/2016,47.58107569,22,86,22.0
2342,8521CE25CA209919CA32DBA9EDE122,2016-12-01 00:09:19,560174,1.375244,103.837729,2016-12-01 23:49:02,520831,1.350301,103.934489,2/12/2016,80.77992315,1,143,20.0
18267,11A877472A2571A619E8D99B450F9C,2016-12-01 07:40:23,670233,1.376558,103.771852,2016-12-01 17:27:33,680346,1.383564,103.744853,2/12/2016,89.68233479,46,105,23.0
61,CD7D0E5D665EA5E5194DBE372DD818,2016-12-01 00:00:08,199588,1.302908,103.864945,2016-12-01 23:33:25,738203,1.444073,103.768567,2/12/2016,89.43835737,0,141,7.0
20546,1D03218F001625D307C20621DCF71F,2016-12-01 08:13:48,543186,1.392778,103.905158,2016-12-01 16:50:21,339939,1.316034,103.86201,2/12/2016,86.80389995,49,101,19.0
18362,5ABC0DA22E1E768A4AA5F0C69E16F4,2016-12-01 07:41:47,730371,1.432301,103.786651,2016-12-01 23:11:43,760784,1.421918,103.833494,2/12/2016,78.14188075,46,139,25.0
22843,16DB4128A885D542D1144E7C091DB9,2016-12-01 09:03:26,510229,1.372428,103.961888,2016-12-01 18:23:07,498833,1.314525,103.988688,2/12/2016,64.79906592,54,110,18.0
13744,B25D8D6E6F2700BCAC61716CF498CC,2016-12-01 06:33:07,541318,1.393729,103.889603,2016-12-01 17:03:44,423404,1.299509,103.837,2/12/2016,89.34189159,39,102,19.0
12002,466450615C8B78215C035002351903,2016-12-01 06:03:11,520271,1.349904,103.949588,2016-12-01 16:44:13,534168,1.338964,103.896651,2/12/2016,81.54676175,36,100,18.0
13633,481BB26C5DB8CCB72D3A26DBCE4F5E,2016-12-01 06:31:19,730774,1.448164,103.799172,2016-12-01 16:16:12,732897,1.435741,103.79415,2/12/2016,75.44396308,39,98,25.0
6282,A3905DB29F3DF03B38BF9CFFDE75EE,2016-12-01 00:35:55,228796,1.301793,103.840857,2016-12-01 23:29:34,98372,1.299509,103.837,2/12/2016,73.51316724,4,141,9.0
12446,03C17510C20E8678C8692E9ACB2DC6,2016-12-01 06:11:16,640174,1.346441,103.709107,2016-12-01 23:52:39,119074,1.294736,103.782853,2/12/2016,86.50945392,37,143,22.0
22699,85CEE79009DC86AB92CBA666026B37,2016-12-01 08:59:05,530238,1.357292,103.889264,2016-12-01 17:32:04,550413,1.349186,103.873913,2/12/2016,82.05959507,54,105,19.0
7115,BB0DED9038954CEE45C08EFA50E10B,2016-12-01 00:48:22,819642,1.362159,103.990051,2016-12-01 23:21:24,760299,1.436381,103.834464,2/12/2016,89.88881505,5,140,17.0
18399,2A2BA094138CB00447A4582ECC7F7E,2016-12-01 07:42:06,820134,1.392315,103.910173,2016-12-01 19:47:21,730744,1.442906,103.795695,2/12/2016,91.21558876,46,119,19.0
10453,D14B6458D809AB188D9214FB343681,2016-12-01 05:13:57,510558,1.366792,103.95166,2016-12-01 16:40:38,819643,1.355322,103.988337,2/12/2016,82.48875979,31,100,18.0
9782,20512FE31CAE20429EF8A4612E390D,2016-12-01 04:44:02,570453,1.359033,103.829664,2016-12-01 17:38:08,309861,1.319373,103.833804,2/12/2016,78.21934035,28,106,20.0
21855,E1A3FB9D32E1897D500B21BCDD3131,2016-12-01 08:38:41,530575,1.377971,103.887001,2016-12-01 20:08:06,540110,1.383446,103.900249,2/12/2016,87.84877604,52,121,19.0
8199,117A3C03D7FA83BB43DD395A5856AB,2016-12-01 01:21:05,188307,1.300626,103.849458,2016-12-01 23:44:22,560504,1.374825,103.84888,2/12/2016,70.02949759,8,142,7.0
17910,854D2FFD0920CC35899BD3B8310171,2016-12-01 07:35:26,561596,1.37258,103.850842,2016-12-01 16:04:35,449305,1.299679,103.901741,2/12/2016,80.74484293,46,96,20.0
2723,A0C2D5D4C4A83CE5CD1B3A844A7224,2016-12-01 00:11:00,238163,1.300711,103.837924,2016-12-01 22:46:00,641830,1.345245,103.694088,2/12/2016,85.29018489,1,137,9.0
19715,030F5874F2F515B3D3D578DFCB73E0,2016-12-01 08:00:50,560625,1.382273,103.841187,2016-12-01 13:28:24,506968,1.358924,103.969853,2/12/2016,81.5657029,48,81,20.0
259,5B7D5F12C41AC8966305F3CBD107CD,2016-12-01 00:00:55,98829,1.299509,103.837,2016-12-01 20:51:20,470620,1.334008,103.918071,2/12/2016,67.31014017,0,125,4.0
24752,A74505A82E3F7F1EEAA2FBA5A95972,2016-12-01 10:34:30,642653,1.336225,103.696675,2016-12-01 16:50:51,229622,1.304953,103.841305,2/12/2016,86.04762831,63,101,22.0
