No,Booking_ID,Vehicle_ID,Driver_ID,Trip_start_DT,Trip_end_DT,Start_Post,End_Post,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Fare,Distance,Order_Type,Start_Time,End_Time,Start_Slot,End_Slot,Patience_Level,DistrictCode
99349,E3946C6C95E43165EF32CAC3D54657,D0A704BD8C7970B78CFB19AABDE9BB,9C118D04198F4E72708ADFFBA70CB3,2016-12-01 10:00:00,2016-12-01 10:13:00,307983,39596,1.31873,103.8431,1.291601,103.8602,6.9,4.3,Street-Hailing,2021-11-24 10:00:00,2021-11-24 10:13:00,60.0,61.0,68,11.0
38754,D6C42D5D5FCF81C3F7EC065FFE35DF,424E27B12793926D4192CF226761DE,AD9BF1094C807559783331C20C5CD5,2016-12-01 05:34:00,2016-12-01 05:44:00,389630,18970,1.314974,103.8913,1.281299,103.8584,10.35,5.8,Street-Hailing,2021-11-24 05:34:09,2021-11-24 05:44:37,33.0,34.0,91,14.0
50162,D712CDA93F750E7CBD0397D8F28AC0,37D188F850E91862AA61B42F64A2FE,D74F7684787CB06A2B4B0B8C1F224C,2016-12-01 07:04:00,2016-12-01 07:20:00,18983,311018,1.279424,103.8542,1.336115,103.8566,12.75,11.0,Street-Hailing,2021-11-24 07:04:20,2021-11-24 07:20:50,42.0,44.0,145,1.0
114198,7FCA99508E3802A5BBB7611025FD34,D72D9D5C98A4167CFF384457983F50,B30D62C9D4F65E61142F51F58AA735,2016-12-01 10:52:00,2016-12-01 11:02:00,510534,819663,1.37036,103.950553,1.356716,103.98651,12.5,8.5,Booking,2021-11-24 10:52:12,2021-11-24 11:02:16,65.0,66.0,54,18.0
36454,DF890640AE7466B177510BD15B2F36,E265804093C2AFD34294DAD792819F,485BAA8E3BF44BFB69506991DF5683,2016-12-01 05:07:00,2016-12-01 05:12:00,560464,568317,1.366846,103.8569,1.354543,103.8585,6.45,2.1,Street-Hailing,2021-11-24 05:07:00,2021-11-24 05:12:00,31.0,31.0,61,20.0
121279,9045F77C3C71FA0AC9B20813A8922C,B92410D3876754783E143E11093BE2,2B6A38AEBF6DC60B70BC8C3EE8AD21,2016-12-01 11:18:00,2016-12-01 11:27:00,339943,199567,1.319788,103.8651,1.301406,103.8618,6.1,2.5,Street-Hailing,2021-11-24 11:18:25,2021-11-24 11:27:33,68.0,69.0,150,12.0
43758,B9B30311A8EDFFC298D66E1CDB9C8A,BC4C7592F7753B5D0AC87EFE9AFDEF,C2C58330674047923D2AA9A6CC48C0,2016-12-01 06:22:00,2016-12-01 06:41:00,640174,150037,1.346441,103.7091,1.289214,103.8091,16.45,15.6,Street-Hailing,2021-11-24 06:22:54,2021-11-24 06:41:49,38.0,40.0,145,22.0
33802,358A0B96425773E076E73D37D59232,1F2B4041BC4464F95E558F2918D29C,152D4E1BB7C70020D0F2DEEF01EA9B,2016-12-01 04:35:00,2016-12-01 04:48:00,179030,119612,1.29178,103.8449,1.291726,103.7738,14.05,11.2,Street-Hailing,2021-11-24 04:35:00,2021-11-24 04:48:00,28.0,29.0,85,6.0
120487,E4F392AB10AD0EF9EA3CDDD44FA5D7,F59A6F934B6C156F487AD0F94961D3,561AD5A6FA400DB9D7347BF3B740A2,2016-12-01 11:15:00,2016-12-01 11:25:00,159967,140056,1.290588,103.8225,1.293331,103.8097,6.05,2.5,Street-Hailing,2021-11-24 11:15:35,2021-11-24 11:25:26,68.0,68.0,51,3.0
102394,716B494A2F98AA0B138D3227AA27D2,A68F835B9F5BA465C49CCAFB619E3B,12D131847F5567F0154AEB910CD90F,2016-12-01 10:10:00,2016-12-01 10:33:00,541157,68811,1.387909,103.908315,1.299509,103.837,16.7,17.7,Booking,2021-11-24 10:10:36,2021-11-24 10:33:09,61.0,63.0,106,19.0
