No,Driver_ID,Start_Time,Start_Post,Start_Latitude,Start_Longitude,End_Time,End_Post,End_Latitude,End_Longitude,Schedule_Date,Service_Quality,Start_Slot,End_Slot,DistrictCode
6218,2A685ACC50A30CF1CD0ABE296A9EE9,2016-12-01 00:35:04,819642,1.362159,103.990051,2016-12-01 23:37:11,819642,1.362159,103.990051,2/12/2016,91.65112141,4,142,17.0
17985,6E22AC257E8A3F987477FAD16DBEBE,2016-12-01 07:36:26,680553,1.395774,103.743323,2016-12-01 20:55:44,683688,1.4032,103.750966,2/12/2016,62.4859537,46,126,23.0
5323,E78E2BAB7DDF2320F11FB00F3D45B0,2016-12-01 00:26:48,310530,1.331827,103.847565,2016-12-01 23:43:01,488931,1.324189,103.955572,2/12/2016,95.49603373,3,142,12.0
2558,B354A3B2DE449A34A9C650B3533FAE,2016-12-01 00:10:16,179682,1.292109,103.853703,2016-12-01 23:42:44,882017,1.299509,103.837,2/12/2016,85.16316704,1,142,6.0
16902,DAA3B6F4E5A28AC3457A0EFDA4BFBA,2016-12-01 07:21:34,670175,1.379808,103.765828,2016-12-01 19:50:41,730771,1.446747,103.79816,2/12/2016,72.76704327,44,119,23.0
7394,53392EA2A31D9974582EFA412037A4,2016-12-01 00:54:05,819642,1.362159,103.990051,2016-12-01 22:38:17,329777,1.324202,103.851198,2/12/2016,86.88151793,5,136,17.0
14430,97FF87F92F0BF13D6DBFB9F2DB969D,2016-12-01 06:44:33,460071,1.320438,103.942822,2016-12-01 18:53:48,560174,1.375244,103.837729,2/12/2016,66.39970697,40,113,16.0
265,C153091EB3DA92AB38989D10A6E646,2016-12-01 00:00:56,238875,1.306991,103.828903,2016-12-01 16:49:53,99253,1.299509,103.837,2/12/2016,82.10613361,0,101,9.0
8907,D2660F8FC01DAD7404C71EAE24357A,2016-12-01 02:58:53,680486,1.375595,103.738412,2016-12-01 11:18:19,819643,1.355322,103.988337,2/12/2016,76.42251571,18,68,23.0
24680,766ABF621CCE84ECA9AE5F141BCCEC,2016-12-01 10:30:34,769098,1.429848,103.835554,2016-12-01 23:46:15,821676,1.404145,103.910694,2/12/2016,88.84193186,63,143,27.0
9851,E7B9BC90FCF5A8AA8B72B4B11D35A6,2016-12-01 04:47:42,541228,1.387456,103.901392,2016-12-01 15:22:45,522487,1.360636,103.957428,2/12/2016,84.9174756,29,92,19.0
4475,47B2F4B910884704703C21E8E4CC09,2016-12-01 00:20:10,299939,1.338223,103.832729,2016-12-01 23:09:13,650369,1.360014,103.750558,2/12/2016,85.57201549,2,139,11.0
4207,78EE8AE742A82983829401A6567506,2016-12-01 00:18:34,238852,1.301679,103.838617,2016-12-01 23:28:07,760273,1.437786,103.839495,2/12/2016,86.82773949,2,141,9.0
11918,A7F3935DF76C8222DCE20E99A73D4A,2016-12-01 06:01:40,680104,1.377131,103.752767,2016-12-01 18:45:16,643698,1.299509,103.837,2/12/2016,72.19210944,36,112,23.0
24845,F0CD6311667956D9D9280D075AC9F0,2016-12-01 10:42:12,267833,1.313727,103.797053,2016-12-01 20:07:48,738203,1.444073,103.768567,2/12/2016,71.866743,64,121,10.0
2166,71DE9D89AD3EF83D8FBE74C2FAD1D1,2016-12-01 00:08:34,574424,1.352012,103.835801,2016-12-01 23:53:36,179030,1.29178,103.844896,2/12/2016,89.92686646,1,143,20.0
11943,AF4894293A95E0EF9187268DAD87A9,2016-12-01 06:02:02,791440,1.3935,103.878498,2016-12-01 13:39:41,819661,1.357373,103.98807,2/12/2016,80.50401879,36,82,28.0
13570,F8C9098F84E7C543CA13F9C4BFDF23,2016-12-01 06:30:20,820612,1.404638,103.908667,2016-12-01 12:48:03,545078,1.392272,103.894775,2/12/2016,76.8927911,39,77,19.0
10658,F5272A14A950E87342D966382019F3,2016-12-01 05:21:27,384002,1.313056,103.872271,2016-12-01 16:42:01,600281,1.339898,103.746494,2/12/2016,92.48444074,32,100,14.0
14575,0EBF6FBF1D20EEE62552A927D0F019,2016-12-01 06:46:52,640705,1.34078,103.694741,2016-12-01 11:53:28,129857,1.315889,103.767747,2/12/2016,82.74013213,41,71,22.0
23444,BEA4DFE7EDDBB07AC1765B351FFC89,2016-12-01 09:23:00,208945,1.310487,103.858639,2016-12-01 14:47:44,308380,1.317164,103.843018,2/12/2016,44.41073746,56,89,8.0
9584,D14EE6E486F077D57C131AECF430B5,2016-12-01 04:29:16,640462,1.350697,103.722121,2016-12-01 13:58:40,90103,1.299509,103.837,2/12/2016,84.80197837,27,84,22.0
10647,9D655449CB7D3C6653CBE5AD0DD7F4,2016-12-01 05:21:00,640524,1.347157,103.717356,2016-12-01 10:49:00,486030,1.33571,103.966545,2/12/2016,78.14726993,32,65,22.0
11872,5052DB1A7E247F15A2833A88EC49AA,2016-12-01 06:00:56,560305,1.366082,103.845861,2016-12-01 12:50:18,88745,1.299509,103.837,2/12/2016,78.25251732,36,77,20.0
5246,5EC4C71BD4670A02DE5A476A1CF6C9,2016-12-01 00:26:09,228211,1.306431,103.832783,2016-12-01 23:31:43,229774,1.307758,103.839109,2/12/2016,94.09481932,3,141,9.0
9520,0EA7535EDB8D813DBE1D1F57652C03,2016-12-01 04:24:21,169568,1.287275,103.827865,2016-12-01 13:14:12,238462,1.299927,103.840513,2/12/2016,83.39643155,26,79,3.0
17838,1AE080F7B69F6F8F87C3E35C1C6291,2016-12-01 07:34:32,510744,1.377582,103.935099,2016-12-01 16:24:34,519959,1.371565,103.941295,2/12/2016,71.37172203,45,98,18.0
7435,80B8E3DA782F5D4E8970F5E1DE22A2,2016-12-01 00:55:08,819643,1.355322,103.988337,2016-12-01 23:37:13,520163,1.345973,103.959073,2/12/2016,91.23356225,6,142,17.0
21532,DB274DB6DB507C26771D824135D30B,2016-12-01 08:31:53,531174,1.349319,103.888378,2016-12-01 15:30:05,498935,1.359062,103.975483,2/12/2016,82.63210121,51,93,19.0
19215,3629C66CB8B0B22B07BBBA4B6F728C,2016-12-01 07:53:49,119074,1.294736,103.782853,2016-12-01 11:47:23,730146,1.436103,103.773958,2/12/2016,50.47816188,47,71,5.0
12364,314A45BED9124D58F90434AA176EDC,2016-12-01 06:09:43,541178,1.389015,103.909665,2016-12-01 14:27:30,98329,1.299509,103.837,2/12/2016,71.89614361,37,87,19.0
12442,0517829CD1D6FE133EF40ACB73EA06,2016-12-01 06:11:13,760174,1.4374,103.831785,2016-12-01 16:52:13,228892,1.311928,103.846623,2/12/2016,76.25087241,37,101,27.0
7271,3F36EFC71E91FED4F1915596E0F303,2016-12-01 00:51:42,819642,1.362159,103.990051,2016-12-01 23:58:16,389292,1.312277,103.877348,2/12/2016,84.80507651,5,144,17.0
8038,45831178E3212852ED432D20589EBA,2016-12-01 01:13:00,541304,1.387881,103.888914,2016-12-01 23:18:09,587906,1.344653,103.788748,2/12/2016,72.43975635,7,140,19.0
21507,06A9BA01324E13ED1BDA5882212FBD,2016-12-01 08:31:27,540255,1.394276,103.899317,2016-12-01 22:39:14,791469,1.395993,103.878214,2/12/2016,88.72200506,51,136,19.0
10085,93927638CD23C3A3447DF502E39861,2016-12-01 04:59:21,229921,1.303278,103.836632,2016-12-01 12:41:39,199586,1.303563,103.86555,2/12/2016,82.30864476,30,76,9.0
10096,B3DF00DC38B974489B315E9E40F437,2016-12-01 04:59:53,521157,1.351138,103.944846,2016-12-01 16:57:47,470761,1.336307,103.93379,2/12/2016,62.42815645,30,102,18.0
4658,C31A40EB1FDC9FC5A39097D74443FD,2016-12-01 00:21:23,560615,1.377525,103.8386,2016-12-01 23:56:37,458445,1.318919,103.924478,2/12/2016,76.6627853,2,144,20.0
13561,122BF15B144CB0CB70723095F9E995,2016-12-01 06:30:14,140152,1.293833,103.802558,2016-12-01 09:15:26,530404,1.373888,103.895851,2/12/2016,89.45105869,39,56,3.0
19376,2E44C7F134D4CD6177FD16B41AF58A,2016-12-01 07:56:00,544178,1.299509,103.837,2016-12-01 21:23:24,288428,1.327974,103.811042,2/12/2016,83.09311761,48,128,19.0
151,307ACB380FA15818068426A37B2E19,2016-12-01 00:00:30,486547,1.330703,103.966378,2016-12-01 23:30:14,508502,1.39073,103.986152,2/12/2016,83.08341299,0,141,16.0
23465,F31065B0A375A4D89B6D94E0B55A6A,2016-12-01 09:24:00,570408,1.363344,103.834647,2016-12-01 21:17:00,739064,1.429353,103.779364,2/12/2016,82.82388502,56,128,20.0
17214,0D8E5BEABF37B5FC4F70866027A0CA,2016-12-01 07:25:48,449149,1.305526,103.917371,2016-12-01 22:16:09,541204,1.387878,103.894855,2/12/2016,87.91111008,44,134,15.0
12772,24ECF20013A0C7EF3D0B5C5ABD5F86,2016-12-01 06:17:00,680662,1.401501,103.750652,2016-12-01 14:16:00,229469,1.302839,103.840585,2/12/2016,94.75679345,38,86,23.0
21330,E4B89569F807C12B0B08A9A9CF1104,2016-12-01 08:27:43,540137,1.389213,103.904676,2016-12-01 16:43:56,576115,1.352777,103.842894,2/12/2016,66.81803716,51,100,19.0
23831,86C7BD8DB77D052AD83FE035E453D2,2016-12-01 09:39:19,150090,1.284976,103.818753,2016-12-01 17:53:17,640215,1.348578,103.712134,2/12/2016,83.21114885,58,107,3.0
15340,D4EE503EFB202A4CC1BF2831AE2190,2016-12-01 06:58:54,762342,1.430733,103.844336,2016-12-01 14:55:51,380050,1.316616,103.878436,2/12/2016,76.69189859,42,90,27.0
12823,A7CBA0F14DEBC4E91B45D22375072F,2016-12-01 06:17:51,602288,1.339238,103.742782,2016-12-01 20:52:25,189626,1.2992,103.850312,2/12/2016,95.83439568,38,125,22.0
15662,1848E7C0EC18230DC645E17FD5083A,2016-12-01 07:04:00,730771,1.446747,103.79816,2016-12-01 17:25:00,738203,1.444073,103.768567,2/12/2016,87.6591087,42,104,25.0
20800,F3406A3A10D2CDEB2E68B7091225D6,2016-12-01 08:18:00,760261,1.4354,103.83848,2016-12-01 17:04:00,760287,1.439716,103.837591,2/12/2016,60.28262563,50,102,27.0
9189,ECB802A93FFB95B7685799731846B1,2016-12-01 03:49:26,640701,1.342392,103.69518,2016-12-01 14:44:54,680508,1.38857,103.741472,2/12/2016,89.2086597,23,88,22.0
17197,B635FF17B415259E9C6F80B13226F6,2016-12-01 07:25:31,640908,1.340487,103.686339,2016-12-01 23:21:27,760606,1.421365,103.836076,2/12/2016,73.73029329,44,140,22.0
11500,00D13EA6AB304890F3F61020D4DC75,2016-12-01 05:50:41,310169,1.331728,103.842581,2016-12-01 17:09:39,98622,1.250041,103.846343,2/12/2016,88.02181849,35,103,12.0
17980,0800579AAF6FBC6501ECD1088DCA5C,2016-12-01 07:36:20,600247,1.341909,103.739125,2016-12-01 17:40:34,653288,1.345891,103.759097,2/12/2016,82.77141403,46,106,22.0
6096,4A3FB772E4ECC9A9C290DD5163057D,2016-12-01 00:33:47,190001,1.303492,103.864359,2016-12-01 23:38:33,589472,1.336502,103.783339,2/12/2016,91.98852615,3,142,7.0
22050,5D265653B6EFACBE33D1B77E18FFF4,2016-12-01 08:42:53,560466,1.365868,103.856877,2016-12-01 17:33:27,574408,1.354637,103.830935,2/12/2016,90.98405276,52,105,20.0
6675,AC8CB706FF2B323A21E8A505E869F8,2016-12-01 00:41:19,793439,1.391989,103.8784,2016-12-01 21:16:04,791447,1.392224,103.87261,2/12/2016,85.30615358,4,128,28.0
4145,B4FD9A4304CFF6C4F1186A72C48A9E,2016-12-01 00:18:12,330066,1.320065,103.869493,2016-12-01 19:52:08,150015,1.285942,103.81707,2/12/2016,93.88066428,2,119,12.0
13861,54A625D08E7CEB8DA8FB2A44C6E67F,2016-12-01 06:34:42,350117,1.335998,103.86281,2016-12-01 15:47:09,159303,1.285081,103.810498,2/12/2016,36.41624316,39,95,13.0
834,DF8085CD295115CDE3D7CD08094C80,2016-12-01 00:03:11,530536,1.377232,103.889377,2016-12-01 23:42:08,650211,1.346157,103.750564,2/12/2016,89.25370886,0,142,19.0
15484,0C640C2ADBDC4468E1B556A3E284F4,2016-12-01 07:01:07,380011,1.314321,103.870795,2016-12-01 18:29:01,510640,1.375926,103.940361,2/12/2016,81.06060037,42,111,14.0
15527,0E63F3B0F86C0EAB3035CCE83F92CD,2016-12-01 07:01:51,541332,1.394679,103.892298,2016-12-01 16:35:24,381124,1.323058,103.883598,2/12/2016,82.14263273,42,100,19.0
22334,EE05170CBFEF0F1847C92A5F152450,2016-12-01 08:49:10,238164,1.300513,103.837638,2016-12-01 17:20:54,529510,1.352661,103.945245,2/12/2016,52.96736549,53,104,9.0
5969,40634DABFAF02272C19D0D7954EC84,2016-12-01 00:32:34,238839,1.301016,103.845411,2016-12-01 20:22:11,823306,1.406299,103.905942,2/12/2016,87.66696817,3,122,9.0
14411,AFD38B7B405D4A120C582135BD60CC,2016-12-01 06:44:21,228234,1.31249,103.837993,2016-12-01 18:27:52,199000,1.303273,103.861039,2/12/2016,83.72636498,40,111,9.0
19652,CBDD144F085C6FAD2F038608CB11EF,2016-12-01 08:00:05,819642,1.362159,103.990051,2016-12-01 23:50:12,760172,1.436729,103.831045,2/12/2016,69.00126586,48,143,17.0
1894,18120D2C5AC9C3A5BDBC7473AD58D8,2016-12-01 00:07:18,238862,1.303881,103.834695,2016-12-01 23:57:31,650136,1.350836,103.744777,2/12/2016,57.90300074,1,144,9.0
7892,63805338AC60FACF37B36A317A6D36,2016-12-01 01:07:22,18981,1.279637,103.854149,2016-12-01 23:41:40,309306,1.315444,103.839592,2/12/2016,81.8374465,7,142,1.0
12459,21C35BBB010782A4B7BC3A90F88899,2016-12-01 06:11:30,732681,1.439264,103.803326,2016-12-01 11:46:36,558427,1.356232,103.867219,2/12/2016,66.03682059,37,71,25.0
259,5B7D5F12C41AC8966305F3CBD107CD,2016-12-01 00:00:55,98829,1.299509,103.837,2016-12-01 20:51:20,470620,1.334008,103.918071,2/12/2016,67.31014017,0,125,4.0
21737,6712C0C275A1CC3DE468BE4A5D38E4,2016-12-01 08:36:03,510633,1.377874,103.940718,2016-12-01 18:35:52,828654,1.410053,103.905744,2/12/2016,78.64048151,52,112,18.0
13793,CD1FA5511C82379C4DDDFC81753B06,2016-12-01 06:33:48,659083,1.359012,103.751888,2016-12-01 16:06:50,819643,1.355322,103.988337,2/12/2016,64.66964306,39,97,23.0
23932,F45BFD36D787BB2BA916C7CA444221,2016-12-01 09:43:28,550310,1.353676,103.865611,2016-12-01 21:55:24,819642,1.362159,103.990051,2/12/2016,87.999806,58,132,19.0
3886,52703026B10E163D68784A769EBB33,2016-12-01 00:16:40,819663,1.356716,103.98651,2016-12-01 23:44:36,460535,1.332792,103.923453,2/12/2016,78.58688334,2,142,17.0
21835,1A2C8964DE0D584C3E2FCFCDCB87D2,2016-12-01 08:38:04,520275,1.347992,103.950657,2016-12-01 17:25:01,307506,1.321061,103.844476,2/12/2016,63.26895637,52,104,18.0
13020,A10826BD8078B83000991766916B86,2016-12-01 06:21:07,544309,1.390765,103.885787,2016-12-01 18:34:02,308205,1.320073,103.849139,2/12/2016,74.75234436,38,111,19.0
15352,613CC3B8BE8EC302A9E592CAE33B6C,2016-12-01 06:59:00,530115,1.352785,103.88785,2016-12-01 16:03:49,208699,1.307527,103.863101,2/12/2016,56.88295206,42,96,19.0
18537,57B4240298F557A8FECABB55150844,2016-12-01 07:44:00,760258,1.435201,103.83977,2016-12-01 19:08:00,760236,1.434065,103.839015,2/12/2016,76.12588254,46,115,27.0
18000,3068F5178B1595269FF52F50D7D22A,2016-12-01 07:36:40,600265,1.340599,103.744559,2016-12-01 22:21:31,587972,1.347128,103.77378,2/12/2016,81.73314143,46,134,22.0
23133,A2D0F2F9F96061167D44BC8A5300E9,2016-12-01 09:12:35,763342,1.430733,103.844336,2016-12-01 18:45:16,819642,1.362159,103.990051,2/12/2016,85.02519489,55,112,27.0
22286,0971F6D502416884A15902425BD87C,2016-12-01 08:48:04,689812,1.384848,103.745046,2016-12-01 15:33:53,609434,1.331037,103.741504,2/12/2016,78.41084144,53,93,23.0
14707,4C9ED612BE896B40CE813723506C81,2016-12-01 06:48:58,821302,1.404475,103.90409,2016-12-01 16:10:52,819642,1.362159,103.990051,2/12/2016,85.54218994,41,97,19.0
17592,F9DFFCE617C1E476F943ACA3D4BB4E,2016-12-01 07:31:00,640402,1.353354,103.722633,2016-12-01 18:21:00,469547,1.331618,103.947204,2/12/2016,89.0174105,45,110,22.0
9304,E2409AFB2C3E911012D24521DA8F3B,2016-12-01 04:03:32,540149,1.391559,103.905399,2016-12-01 15:23:08,465500,1.299509,103.837,2/12/2016,94.57850819,24,92,19.0
20546,1D03218F001625D307C20621DCF71F,2016-12-01 08:13:48,543186,1.392778,103.905158,2016-12-01 16:50:21,339939,1.316034,103.86201,2/12/2016,86.80389995,49,101,19.0
3490,821FC5B788C54ACEECB1B22A4EF3D2,2016-12-01 00:14:39,609731,1.33352,103.740277,2016-12-01 23:04:48,530362,1.370041,103.896001,2/12/2016,78.17879845,1,138,22.0
883,AC14973A108863617797721B262B96,2016-12-01 00:03:22,529653,1.352109,103.941842,2016-12-01 23:56:14,670166,1.377614,103.765436,2/12/2016,81.19936127,0,144,18.0
15383,96D8C858AEF9A9DF34E12D7BB59191,2016-12-01 06:59:35,321022,1.325216,103.862376,2016-12-01 09:25:10,48693,1.284752,103.849941,2/12/2016,76.67153367,42,56,12.0
1343,8459BCC0DEEE42192EB457616A4A80,2016-12-01 00:05:05,730709,1.4403,103.798023,2016-12-01 23:15:18,760836,1.415572,103.832901,2/12/2016,88.08557874,0,140,25.0
17232,025597097997D95662236E2E66C23C,2016-12-01 07:26:00,550243,1.352884,103.868717,2016-12-01 15:30:00,289848,1.334859,103.809825,2/12/2016,54.85646343,45,93,19.0
9510,3E34CCA7B3C7CA02EDF0E2828EB319,2016-12-01 04:23:40,640418,1.351002,103.726475,2016-12-01 12:08:36,390004,1.314891,103.881921,2/12/2016,81.27844589,26,73,22.0
20350,80DADAC2AFAC69106D553AB57E4217,2016-12-01 08:10:20,120371,1.320156,103.768283,2016-12-01 17:06:17,99448,1.299509,103.837,2/12/2016,78.17905826,49,103,5.0
14079,37D9179C968456048AA80B723F65D1,2016-12-01 06:38:31,640822,1.346771,103.693567,2016-12-01 17:33:02,648864,1.350915,103.700782,2/12/2016,84.80569688,40,105,22.0
2104,69BB294AFCF4BC97EA1158422E4A8B,2016-12-01 00:08:17,486064,1.331083,103.967517,2016-12-01 22:11:25,237983,1.291732,103.842458,2/12/2016,88.10393516,1,133,16.0
1753,E2F052D1002F363D73E1BF909C41E3,2016-12-01 00:06:42,560425,1.369111,103.851473,2016-12-01 23:50:37,520346,1.351247,103.962391,2/12/2016,56.79456111,1,143,20.0
37,B536FCD09BE0E27AA9F474F548FBB4,2016-12-01 00:00:04,69535,1.299509,103.837,2016-12-01 23:36:07,461057,1.324351,103.941506,2/12/2016,65.95467385,0,142,1.0
7814,9DDAC5D107C9F501FDBE16FC72540F,2016-12-01 01:05:01,188725,1.296667,103.854354,2016-12-01 23:33:24,649810,1.344241,103.717535,2/12/2016,75.43691863,6,141,7.0
18805,A5C30FC030273DA74EC00039090EAB,2016-12-01 07:47:54,821171,1.39451,103.912542,2016-12-01 15:59:26,39,1.35038,103.872637,2/12/2016,89.5232797,47,96,19.0
17847,930B583110929E4F87686B63DB3151,2016-12-01 07:34:36,680661,1.401089,103.750388,2016-12-01 18:56:47,689580,1.396788,103.746565,2/12/2016,76.27289228,45,114,23.0
12563,0A394EA5ACD26449C16A15D5B09946,2016-12-01 06:13:21,470618,1.333019,103.916938,2016-12-01 12:35:12,528799,1.354566,103.942332,2/12/2016,72.06880583,37,76,16.0
12636,C66A9796445FD782B7FD8C377C644D,2016-12-01 06:14:40,161052,1.289197,103.828452,2016-12-01 17:10:43,228518,1.308084,103.835577,2/12/2016,90.0155109,37,103,3.0
9965,1BA3618A637E2B8DEAF0ADEEE8E602,2016-12-01 04:53:30,543209,1.383965,103.89907,2016-12-01 15:25:54,530566,1.381444,103.888653,2/12/2016,42.06967061,29,92,19.0
5945,0B384B36BC7590660B914892B4CD2D,2016-12-01 00:32:19,98585,1.299509,103.837,2016-12-01 23:50:00,760654,1.422918,103.840472,2/12/2016,91.9805034,3,143,4.0
